93	204.79	2858.4	45.35
94	204.93	2857.7	45.009
95	206.54	2853.6	45.204
96	205.93	2833.3	44.941
97	207.25	2821.9	44.697
98	208.13	2840	44.755
99	208.61	2818.4	44.941
100	211.67	2840.7	45.077
101	215.9	2850.1	45.448
102	213.79	2857.1	45.574
103	213.38	2863	45.077
104	213.39	2861.8	44.794
105	213.82	2857	44.57
106	214.49	2874.7	44.502
107	216.25	2896.7	44.56
108	218	2897.5	44.248
109	221.26	2914	44.209
110	223.29	2901.1	43.838
111	225.87	2901.5	43.468
112	226.59	2896.7	43.653
113	225.12	2888.6	44.258
114	221.37	2878.1	44.638
115	219.59	2871.7	44.589
116	216.64	2877.1	44.921
117	222.12	2887.9	44.882
118	219.36	2888.9	45.097
119	224.66	2904.2	45.077
120	222.11	2905	45.234
121	216.2	2888.8	45.559
122	216.55	2904.3	45.175
123	216.68	2907.9	45.205
124	218.33	2930.8	45.874
125	215.98	2929.7	45.815
126	219.08	2919.4	45.313
127	220.47	2915.6	44.929
128	218.72	2906	45.097
129	223.21	2914	45.254
130	223.99	2914	45.431
131	225.5	2924.6	45.47
132	227.51	2923.4	45.746
133	230.28	2925.5	45.116
134	226.23	2901.6	45.097
135	222.56	2885.6	45.126
136	222.04	2884.4	45.716
137	225.12	2880.3	45.628
138	214.69	2785.7	44.929
139	212.79	2728.4	43.906
140	220.39	2767.1	43.946
141	215.68	2750.8	44.172
142	220.43	2809.9	44.743
143	219.48	2809.2	45.106
144	214.35	2768.8	44.861
145	217.61	2767.8	45.569
146	218.94	2755.9	45.215
147	221.01	2740.7	45.598
148	213.43	2656.1	45.962
149	218.1	2705.6	45.746
150	214.63	2658.7	45.165
151	210.6	2641.2	45.697
152	211.65	2682.6	46.847
153	217.17	2711.7	47.093
154	220.5	2740.4	46.956
155	205.88	2723.1	47.211
156	200.03	2738.3	47.89
157	202.19	2755.4	48.303
158	208.33	2813.9	48.559
159	207.6	2806.8	48.519
160	203.6	2781	48.864
161	193.34	2726.2	49.051
162	191.41	2722.2	49.041
163	186	2701.6	48.942
164	190.59	2730.2	48.923
165	192.7	2736.3	49.346
166	185.07	2690.7	49.68
167	176.22	2641.9	48.569
168	176.03	2649.9	47.929
169	171.55	2632.6	48.215
170	173.87	2673.4	48.067
171	173.5	2682.2	48.559
172	180.17	2743.8	48.893
173	178.78	2737.8	48.556
174	177.82	2760.2	49.964
175	184.03	2790.4	49.26
176	175.94	2700.1	49.151
177	173.97	2695.9	48.953
178	167.77	2633.1	48.665
179	168.88	2637.7	48.814
180	167.91	2636.8	49.111
181	168.38	2651.1	48.794
182	170.22	2650.5	49.042
183	164.77	2599.9	48.913
184	163.24	2545.9	47.912
185	165.36	2546.2	47.902
186	160.2	2507	47.485
187	156.16	2467.4	47.129
188	150.09	2416.6	47.158
189	146.2	2351.1	45.562
190	156.5	2467.7	46.534
191	155.48	2488.8	47.119
192	155.56	2485.7	46.792
193	157.07	2506.9	46.94
194	157.25	2510	46.524
195	141.58	2447.9	46.236
196	147.63	2531.9	47.158
197	147.3	2549.7	46.544
198	150.11	2574.4	47.069
199	152.66	2585	46.167
200	153.14	2596.6	46.663
201	151.64	2596.3	46.93
202	149.36	2582.6	46.742
203	152.42	2610.3	47.158
204	154.28	2616.1	46.514
205	155.19	2636	46.653
206	156.15	2670.7	47.198
207	152.65	2632.9	47.307
208	153.26	2638.7	47.852
209	152.05	2642.3	47.277
210	157.09	2664.8	46.96
211	155.63	2643.9	46.762
212	154.02	2640	46.99
213	164.54	2681.1	47.446
214	165.73	2704.1	47.713
215	165.81	2706.5	48.279
216	170.52	2724.9	48.824
217	173.44	2737.7	48.834
218	173.5	2731.6	48.834
219	170.21	2706.1	48.992
220	170.41	2707.9	49.072
221	169.43	2709.8	49.181
222	170.89	2744.7	49.23
223	170.18	2753	49.359
224	170.8	2745.7	45.195
225	170.42	2775.6	44.848
226	170.93	2779.8	44.442
227	172.03	2784.7	44.71
228	171.06	2774.9	45.463
229	172.97	2792.7	44.888
230	174.23	2796.1	44.551
231	174.33	2793.9	44.303
232	174.87	2792.4	44.551
233	173.15	2784.5	44.948
234	174.97	2803.7	44.987
235	175.85	2792.8	45.255
236	175.53	2789.6	45.205
237	174.52	2771.4	45.057
238	172.5	2748.9	44.888
239	172.91	2743.1	44.452
240	178.9	2783.3	45.78
241	180.91	2791.5	45.651
242	181.71	2810.9	45.82
243	183.73	2808.5	45.7
244	186.12	2822.5	45.3
245	188.02	2832.9	45.41
246	186.53	2832.6	45.56
247	188.16	2824.2	45.53
248	195.09	2854.9	45.51
249	191.05	2800.7	45.93
250	188.74	2798.4	46.03
251	186.79	2818.5	46.64
252	188.47	2805.4	46.61
